2833.01,1036.98
2833,1036.99
2833.01,1036.96
2833,1036.99
2833.01,1036.98
2833.01,1036.98
2833.01,1036.98
2833.01,1036.98
2833.01,1036.97
2833.01,1036.97
2833.01,1036.97
2922.3,804.348
2922.3,804.35
2922.3,804.346
2922.3,804.35
2922.3,804.349
2922.3,804.349
2922.3,804.348
2922.3,804.348
2922.3,804.347
2922.3,804.347
2922.3,804.347
2870.98,921.064
2870.97,921.072
2870.98,921.055
2870.97,921.07
2870.97,921.069
2870.97,921.067
2870.98,921.065
2870.98,921.064
2870.98,921.062
2870.98,921.06
2870.98,921.058
2821.23,1079.07
2821.23,1079.08
2821.24,1079.06
2821.23,1079.08
2821.23,1079.08
2821.23,1079.07
2821.23,1079.07
2821.23,1079.07
2821.23,1079.07
2821.23,1079.07
2821.24,1079.07
2748.48,1440.09
2748.47,1440.11
2748.48,1440.08
2748.47,1440.11
2748.47,1440.1
2748.48,1440.1
2748.48,1440.1
2748.48,1440.09
2748.48,1440.09
2748.48,1440.09
2748.48,1440.09
2877.07,904.841
2877.05,904.876
2877.08,904.806
2877.05,904.869
2877.06,904.862
2877.06,904.855
2877.06,904.848
2877.06,904.841
2877.07,904.834
2877.07,904.827
2877.07,904.82
2833,1037.01
2832.99,1037.03
2833,1036.99
2832.99,1037.03
2832.99,1037.02
2833,1037.02
2833,1037.01
2833,1037.01
2833,1037.01
2833,1037
2833,1037
2870.97,921.079
2870.97,921.086
2870.97,921.072
2870.97,921.085
2870.97,921.083
2870.97,921.082
2870.97,921.08
2870.97,921.079
2870.97,921.078
2870.97,921.076
2870.97,921.075
